iter	Passed	Remaining
293	1119	2687
294	1121	2679
295	1123	2671
296	1125	2663
297	1127	2656
298	1129	2648
299	1131	2640
300	1133	2632
301	1135	2624
302	1137	2616
303	1140	2610
304	1143	2605
305	1146	2599
306	1149	2594
307	1152	2588
308	1155	2584
309	1158	2578
310	1161	2572
311	1163	2565
312	1165	2559
313	1170	2558
314	1173	2552
315	1176	2545
316	1178	2539
317	1181	2534
318	1184	2528
319	1186	2522
320	1189	2515
321	1191	2509
322	1194	2502
323	1197	2499
324	1200	2493
325	1203	2488
326	1206	2482
327	1208	2476
328	1212	2472
329	1214	2466
330	1217	2461
331	1220	2455
332	1223	2449
333	1226	2445
334	1229	2441
335	1232	2436
336	1235	2431
337	1238	2425
338	1241	2421
339	1244	2415
340	1246	2409
341	1249	2404
342	1252	2398
343	1254	2392
344	1256	2386
345	1259	2380
346	1262	2375
347	1264	2369
348	1268	2365
349	1270	2359
350	1273	2353
351	1275	2348
352	1277	2342
353	1280	2336
354	1283	2332
355	1286	2327
356	1288	2320
357	1290	2314
358	1292	2308
359	1294	2301
360	1297	2295
361	1299	2289
362	1301	2283
363	1303	2277
364	1305	2270
365	1307	2264
366	1309	2258
367	1311	2252
368	1313	2246
369	1315	2240
370	1324	2245
371	1326	2239
372	1328	2233
373	1330	2227
374	1332	2221
375	1334	2215
376	1336	2209
377	1349	2219
378	1351	2213
379	1353	2207
380	1356	2203
381	1358	2197
382	1360	2192
383	1362	2186
384	1364	2180
385	1366	2174
386	1380	2186
387	1382	2181
388	1385	2175
389	1387	2169
390	1389	2163
391	1391	2157
392	1393	2152
393	1395	2146
394	1397	2140
395	1400	2135
396	1404	2133
397	1407	2128
398	1409	2122
399	1411	2117
400	1429	2135
401	1431	2129
402	1433	2124
403	1435	2118
404	1437	2112
405	1440	2106
406	1442	2101
407	1445	2097
408	1447	2091
409	1449	2086
410	1451	2080
411	1453	2074
412	1455	2069
413	1458	2063
414	1460	2058
415	1462	2052
416	1464	2047
417	1466	2041
418	1468	2035
419	1470	2030
420	1472	2025
421	1475	2020
422	1477	2016
423	1480	2011
424	1482	2006
425	1485	2001
426	1488	1997
427	1490	1992
428	1492	1986
429	1495	1982
430	1497	1977
431	1500	1972
432	1502	1967
433	1505	1962
434	1507	1958
435	1510	1953
436	1513	1949
437	1516	1946
438	1519	1941
439	1521	1936
440	1524	1932
441	1528	1929
442	1531	1925
443	1534	1921
444	1537	1917
445	1539	1912
446	1542	1908
447	1545	1904
448	1548	1899
449	1551	1896
450	1554	1891
451	1556	1887
452	1559	1883
453	1562	1878
454	1564	1874
455	1567	1870
456	1570	1866
457	1573	1861
458	1575	1857
459	1578	1853
460	1581	1848
461	1583	1844
462	1586	1840
463	1590	1836
464	1592	1832
465	1595	1828
466	1598	1824
467	1601	1820
468	1603	1815
469	1606	1811
470	1609	1807
471	1612	1803
472	1613	1798
473	1615	1792
474	1616	1787
475	1618	1781
476	1620	1776
477	1621	1770
478	1623	1765
479	1624	1760
480	1626	1754
481	1628	1750
482	1630	1745
483	1633	1741
484	1635	1736
485	1637	1731
486	1639	1726
487	1641	1722
488	1643	1717
489	1645	1712
490	1647	1708
491	1649	1703
492	1651	1698
493	1654	1694
494	1658	1691
495	1661	1688
496	1663	1683
497	1666	1680
498	1668	1675
499	1671	1671
500	1674	1667
501	1676	1662
502	1678	1658
503	1680	1653
504	1682	1648
505	1684	1644
506	1686	1639
507	1688	1635
508	1691	1631
509	1693	1626
510	1695	1622
511	1698	1618
512	1700	1614
513	1702	1609
514	1704	1605
515	1706	1600
516	1708	1596
517	1710	1592
518	1713	1587
519	1715	1583
520	1717	1579
521	1719	1574
522	1721	1570
523	1725	1567
524	1727	1563
525	1730	1559
526	1732	1554
527	1734	1550
528	1736	1545
529	1738	1541
530	1740	1537
531	1742	1533
532	1744	1528
533	1746	1524
534	1748	1520
535	1750	1515
536	1754	1512
537	1756	1508
538	1758	1503
539	1760	1499
540	1762	1495
541	1764	1490
542	1766	1486
543	1768	1482
544	1770	1478
545	1772	1473
546	1774	1469
547	1775	1464
548	1777	1460
549	1778	1455
550	1780	1450
551	1782	1446
552	1783	1441
553	1785	1437
554	1786	1432
555	1788	1428
556	1790	1423
557	1791	1419
558	1793	1414
559	1794	1410
560	1796	1405
561	1797	1401
562	1799	1396
563	1801	1392
564	1802	1387
565	1804	1383
566	1805	1379
567	1807	1374
568	1808	1370
569	1810	1366
570	1812	1361
571	1813	1357
572	1815	1352
573	1816	1348
574	1818	1344
575	1820	1339
576	1821	1335
577	1823	1331
578	1825	1327
579	1829	1324
580	1831	1320
581	1833	1316
582	1835	1312
583	1837	1308
584	1839	1305
585	1841	1301
586	1843	1297
587	1845	1293
588	1848	1289
589	1850	1285
590	1852	1281
591	1854	1278
592	1855	1273
593	1857	1269
594	1859	1265
595	1860	1261
596	1862	1257
597	1863	1252
598	1865	1248
599	1866	1244
600	1869	1240
601	1870	1236
602	1872	1232
603	1873	1228
604	1875	1224
605	1876	1220
606	1878	1216
607	1880	1212
608	1881	1208
609	1883	1204
610	1885	1200
611	1886	1196
612	1888	1192
613	1889	1188
614	1891	1183
615	1892	1179
616	1894	1176
617	1896	1172
618	1897	1168
619	1899	1164
620	1900	1160
621	1902	1156
622	1903	1152
623	1905	1148
624	1907	1144
625	1908	1140
626	1910	1136
627	1911	1132
628	1913	1128
629	1914	1124
630	1916	1120
631	1917	1116
632	1919	1112
633	1920	1108
634	1922	1105
635	1924	1101
636	1925	1097
637	1927	1093
638	1929	1089
639	1930	1085
640	1932	1082
641	1933	1078
642	1935	1074
643	1936	1070
644	1938	1066
645	1940	1063
646	1941	1059
647	1943	1055
648	1944	1051
649	1946	1048
650	1947	1044
651	1949	1040
652	1950	1036
653	1952	1033
654	1954	1029
655	1955	1025
656	1957	1021
657	1959	1018
658	1960	1014
659	1962	1010
660	1963	1007
661	1965	1003
662	1967	999
663	1968	996
664	1970	992
665	1971	988
666	1973	985
667	1974	981
668	1976	977
669	1978	974
670	1981	971
671	1983	968
672	1985	964
673	1987	961
674	1989	958
675	1991	954
676	1994	951
677	1996	948
678	1998	944
679	2000	941
680	2002	938
681	2004	934
682	2006	931
683	2009	928
684	2011	924
685	2013	921
686	2015	918
687	2017	914
688	2019	911
689	2021	908
690	2023	904
691	2026	901
692	2028	898
693	2030	895
694	2032	892
695	2034	888
696	2037	885
697	2040	882
698	2042	879
699	2044	876
700	2047	873
701	2049	869
702	2051	866
703	2053	863
704	2055	860
705	2056	856
706	2058	853
707	2060	850
708	2063	846
709	2065	843
710	2067	840
711	2069	837
712	2072	834
713	2074	830
714	2076	827
715	2078	824
716	2080	821
717	2082	817
718	2085	815
719	2087	811
720	2089	808
721	2091	805
722	2093	802
723	2096	799
724	2098	795
725	2100	792
726	2102	789
727	2104	786
728	2106	783
729	2110	780
730	2113	777
731	2115	774
732	2135	777
733	2138	774
734	2139	771
735	2141	768
736	2142	764
737	2144	761
738	2146	757
739	2147	754
740	2149	751
741	2151	748
742	2152	744
743	2154	741
744	2156	737
745	2157	734
746	2159	731
747	2160	727
748	2162	724
749	2164	721
750	2166	718
751	2167	714
752	2169	711
753	2170	708
754	2172	704
755	2174	701
756	2175	698
757	2177	695
758	2178	691
759	2180	688
760	2182	685
761	2183	682
762	2185	678
763	2187	675
764	2188	672
765	2190	669
766	2192	665
767	2193	662
768	2195	659
769	2196	656
770	2198	652
771	2199	649
772	2201	646
773	2202	643
774	2207	640
775	2209	637
776	2211	634
777	2213	631
778	2215	628
779	2217	625
780	2219	622
781	2221	619
782	2223	616
783	2226	613
784	2228	610
785	2230	607
786	2232	604
787	2235	601
788	2238	598
789	2239	595
790	2241	592
791	2243	589
792	2244	585
793	2246	582
794	2247	579
795	2249	576
796	2250	573
797	2252	570
798	2254	567
799	2255	563
800	2257	560
801	2258	557
802	2260	554
803	2261	551
804	2263	548
805	2265	545
806	2266	542
807	2268	539
808	2269	535
809	2271	532
810	2272	529
811	2274	526
812	2275	523
813	2277	520
814	2279	517
815	2280	514
816	2282	511
817	2283	508
818	2285	505
819	2286	501
820	2288	498
821	2289	495
822	2291	492
823	2293	489
824	2294	486
825	2296	483
826	2297	480
827	2299	477
828	2300	474
829	2302	471
830	2303	468
831	2305	465
832	2307	462
833	2308	459
834	2310	456
835	2311	453
836	2313	450
837	2315	447
838	2316	444
839	2318	441
840	2319	438
841	2321	435
842	2323	432
843	2324	429
844	2326	426
845	2327	423
846	2329	420
847	2331	417
848	2332	414
849	2334	411
850	2336	409
851	2337	406
852	2339	403
853	2341	400
854	2342	397
855	2344	394
856	2345	391
857	2347	388
858	2348	385
859	2350	382
860	2352	379
861	2354	376
862	2355	373
863	2357	371
864	2358	368
865	2360	365
866	2361	362
867	2363	359
868	2365	356
869	2367	353
870	2369	350
871	2370	347
872	2372	345
873	2373	342
874	2375	339
875	2376	336
876	2378	333
877	2380	330
878	2381	327
879	2383	325
880	2384	322
881	2386	319
882	2388	316
883	2389	313
884	2391	310
885	2393	307
886	2394	305
887	2396	302
888	2397	299
889	2399	296
890	2400	293
891	2402	290
892	2403	288
893	2405	285
894	2408	282
895	2410	279
896	2412	277
897	2414	274
898	2415	271
899	2417	268
900	2419	265
901	2421	263
902	2423	260
903	2425	257
904	2427	254
905	2429	252
906	2431	249
907	2433	246
908	2435	243
909	2437	241
910	2440	238
911	2442	235
912	2444	232
913	2446	230
914	2448	227
915	2450	224
916	2452	221
917	2454	219
918	2470	217
919	2472	215
920	2474	212
921	2476	209
922	2540	211
923	2542	209
924	2544	206
925	2546	203
926	2548	200
927	2550	197
928	2552	195
929	2554	192
930	2556	189
931	2558	186
932	2560	183
933	2562	181
934	2564	178
935	2566	175
936	2568	172
937	2570	169
938	2572	167
939	2574	164
940	2576	161
941	2578	158
942	2580	156
943	2583	153
944	2585	150
945	2587	147
946	2589	144
947	2591	142
948	2593	139
949	2595	136
950	2598	133
951	2600	131
952	2602	128
953	2604	125
954	2606	122
955	2608	120
956	2644	118
957	2647	116
958	2649	113
959	2651	110
960	2654	107
961	2656	104
962	2659	102
963	2661	99
964	2664	96
965	2667	93
966	2669	91
967	2671	88
968	2679	85
969	2681	82
970	2684	80
971	2694	77
972	2697	74
973	2699	72
974	2702	69
975	2705	66
976	2727	64
977	2730	61
978	2732	58
979	2736	55
980	2738	53
981	2740	50
982	2743	47
983	2746	44
984	2757	41
985	2759	39
986	2762	36
987	2764	33
988	2767	30
989	2770	27
990	2773	25
991	2775	22
992	2783	19
993	2786	16
994	2788	14
995	2791	11
996	2793	8
997	2795	5
998	2797	2
999	2799	0
